hospital_id,doctor_id,test_type,test_duration
92317,95317,X-Ray,174
92318,95318,Blood Test,41
92319,95319,CT Scan,147
92320,95320,X-Ray,71
92321,95321,MRI,54
92322,95322,CT Scan,102
92323,95323,X-Ray,136
92324,95324,X-Ray,172
92325,95325,MRI,160
92326,95326,MRI,156
92327,95327,CT Scan,91
92328,95328,CT Scan,166
92329,95329,MRI,48
92330,95330,CT Scan,29
92331,95331,X-Ray,59
92332,95332,Blood Test,131
92333,95333,X-Ray,17
92334,95334,Blood Test,81
92335,95335,X-Ray,23
92336,95336,Blood Test,68
92337,95337,Blood Test,140
92338,95338,CT Scan,139
92339,95339,X-Ray,170
92340,95340,Blood Test,39
92341,95341,Blood Test,123
92342,95342,MRI,60
92343,95343,X-Ray,115
92344,95344,MRI,103
92345,95345,Blood Test,60
92346,95346,CT Scan,139
92347,95347,X-Ray,176
92348,95348,MRI,37
92349,95349,CT Scan,124
92350,95350,Blood Test,142
92351,95351,Blood Test,55
92352,95352,X-Ray,69
92353,95353,CT Scan,21
92354,95354,X-Ray,35
92355,95355,CT Scan,80
92356,95356,CT Scan,17
92357,95357,MRI,177
92358,95358,Blood Test,71
92359,95359,CT Scan,69
92360,95360,CT Scan,123
92361,95361,Blood Test,151
92362,95362,CT Scan,62
92363,95363,X-Ray,92
92364,95364,CT Scan,40
92365,95365,MRI,153
92366,95366,MRI,149
92367,95367,Blood Test,62
92368,95368,MRI,165
92369,95369,CT Scan,61
92370,95370,MRI,153
92371,95371,MRI,164
92372,95372,X-Ray,25
92373,95373,Blood Test,50
92374,95374,X-Ray,43
92375,95375,MRI,114
92376,95376,CT Scan,150
92377,95377,MRI,87
92378,95378,Blood Test,174
92379,95379,Blood Test,141
92380,95380,X-Ray,169
92381,95381,CT Scan,103
92382,95382,Blood Test,124
92383,95383,Blood Test,51
92384,95384,X-Ray,101
92385,95385,Blood Test,128
92386,95386,CT Scan,47
92387,95387,Blood Test,135
92388,95388,X-Ray,98
92389,95389,X-Ray,149
92390,95390,X-Ray,63
92391,95391,Blood Test,166
92392,95392,CT Scan,17
92393,95393,CT Scan,67
92394,95394,CT Scan,138
92395,95395,X-Ray,64
92396,95396,Blood Test,36
92397,95397,MRI,103
92398,95398,Blood Test,165
92399,95399,MRI,110
92400,95400,X-Ray,130
92401,95401,Blood Test,122
92402,95402,CT Scan,138
92403,95403,MRI,130
92404,95404,Blood Test,85
92405,95405,X-Ray,98
92406,95406,CT Scan,27
92407,95407,X-Ray,87
92408,95408,MRI,123
92409,95409,X-Ray,119
92410,95410,CT Scan,141
92411,95411,MRI,161
92412,95412,Blood Test,44
92413,95413,X-Ray,118
92414,95414,X-Ray,162
92415,95415,CT Scan,39
92416,95416,Blood Test,178
92417,95417,CT Scan,114
92418,95418,X-Ray,24
92419,95419,CT Scan,112
92420,95420,MRI,34
92421,95421,Blood Test,142
92422,95422,Blood Test,27
92423,95423,MRI,176
92424,95424,CT Scan,139
92425,95425,MRI,45
92426,95426,Blood Test,92
92427,95427,X-Ray,67
92428,95428,Blood Test,62
92429,95429,MRI,73
92430,95430,CT Scan,43
92431,95431,MRI,21
92432,95432,X-Ray,80
92433,95433,CT Scan,179
92434,95434,Blood Test,115
92435,95435,CT Scan,39
92436,95436,Blood Test,113
92437,95437,MRI,55
92438,95438,Blood Test,56
92439,95439,MRI,87
92440,95440,Blood Test,23
92441,95441,MRI,172
92442,95442,X-Ray,28
92443,95443,X-Ray,74
92444,95444,MRI,48
92445,95445,CT Scan,55
92446,95446,Blood Test,55
92447,95447,CT Scan,150
92448,95448,X-Ray,122
92449,95449,CT Scan,165
92450,95450,MRI,56
92451,95451,X-Ray,42
92452,95452,MRI,98
92453,95453,X-Ray,109
92454,95454,Blood Test,29
92455,95455,MRI,58
92456,95456,X-Ray,81
92457,95457,Blood Test,166
92458,95458,CT Scan,103
92459,95459,X-Ray,91
92460,95460,X-Ray,55
92461,95461,CT Scan,91
92462,95462,Blood Test,20
92463,95463,Blood Test,157
92464,95464,CT Scan,127
92465,95465,CT Scan,68
92466,95466,Blood Test,98
92467,95467,X-Ray,66
92468,95468,Blood Test,124
92469,95469,MRI,164
92470,95470,CT Scan,25
92471,95471,CT Scan,40
92472,95472,CT Scan,174
92473,95473,CT Scan,88
92474,95474,MRI,86
92475,95475,Blood Test,85
92476,95476,Blood Test,91
92477,95477,Blood Test,68
92478,95478,MRI,99
92479,95479,MRI,174
92480,95480,X-Ray,55
92481,95481,Blood Test,170
92482,95482,MRI,168
92483,95483,X-Ray,134
92484,95484,Blood Test,99
92485,95485,CT Scan,47
92486,95486,CT Scan,113
92487,95487,X-Ray,106
92488,95488,MRI,106
92489,95489,Blood Test,161
92490,95490,Blood Test,49
92491,95491,CT Scan,39
92492,95492,Blood Test,17
92493,95493,MRI,113
92494,95494,X-Ray,76
92495,95495,X-Ray,114
92496,95496,X-Ray,78
92497,95497,MRI,102
92498,95498,MRI,54
92499,95499,MRI,105
92500,95500,Blood Test,49
92501,95501,X-Ray,159
92502,95502,MRI,143
92503,95503,CT Scan,118
92504,95504,Blood Test,91
92505,95505,CT Scan,73
92506,95506,Blood Test,42
92507,95507,X-Ray,86
92508,95508,MRI,142
92509,95509,CT Scan,97
92510,95510,CT Scan,65
92511,95511,CT Scan,47
92512,95512,X-Ray,99
92513,95513,Blood Test,143
92514,95514,Blood Test,63
92515,95515,Blood Test,175
92516,95516,CT Scan,35
92517,95517,CT Scan,79
92518,95518,MRI,166
92519,95519,MRI,156
92520,95520,CT Scan,86
92521,95521,X-Ray,138
92522,95522,Blood Test,105
92523,95523,MRI,94
92524,95524,MRI,177
92525,95525,Blood Test,173
92526,95526,CT Scan,105
92527,95527,CT Scan,139
92528,95528,MRI,103
92529,95529,Blood Test,169
92530,95530,CT Scan,61
92531,95531,X-Ray,66
92532,95532,Blood Test,56
92533,95533,CT Scan,163
92534,95534,Blood Test,69
92535,95535,X-Ray,27
92536,95536,Blood Test,80
92537,95537,X-Ray,16
92538,95538,X-Ray,109
92539,95539,Blood Test,117
92540,95540,Blood Test,177
92541,95541,CT Scan,29
92542,95542,X-Ray,15
92543,95543,CT Scan,53
92544,95544,X-Ray,164
92545,95545,MRI,129
92546,95546,X-Ray,75
92547,95547,CT Scan,74
92548,95548,MRI,33
92549,95549,Blood Test,176
92550,95550,Blood Test,115
92551,95551,X-Ray,123
92552,95552,CT Scan,105
92553,95553,MRI,168
92554,95554,CT Scan,41
92555,95555,MRI,147
92556,95556,X-Ray,16
92557,95557,CT Scan,25
92558,95558,X-Ray,35
92559,95559,Blood Test,92
92560,95560,Blood Test,60
92561,95561,MRI,161
92562,95562,X-Ray,32
92563,95563,Blood Test,115
92564,95564,MRI,93
92565,95565,Blood Test,137
92566,95566,CT Scan,24
92567,95567,X-Ray,63
92568,95568,Blood Test,106
92569,95569,Blood Test,162
92570,95570,X-Ray,66
92571,95571,CT Scan,159
92572,95572,CT Scan,21
92573,95573,MRI,107
92574,95574,CT Scan,179
92575,95575,MRI,69
92576,95576,CT Scan,150
92577,95577,CT Scan,69
92578,95578,X-Ray,152
92579,95579,X-Ray,171
92580,95580,X-Ray,159
92581,95581,CT Scan,102
92582,95582,X-Ray,99
92583,95583,X-Ray,142
92584,95584,MRI,49
92585,95585,X-Ray,35
92586,95586,X-Ray,41
92587,95587,X-Ray,135
92588,95588,Blood Test,176
92589,95589,Blood Test,169
92590,95590,MRI,91
92591,95591,CT Scan,18
92592,95592,MRI,25
92593,95593,X-Ray,174
92594,95594,X-Ray,69
92595,95595,Blood Test,81
92596,95596,CT Scan,104
92597,95597,Blood Test,56
92598,95598,X-Ray,167
92599,95599,MRI,131
92600,95600,Blood Test,165
92601,95601,X-Ray,138
92602,95602,CT Scan,126
92603,95603,Blood Test,116
92604,95604,CT Scan,106
92605,95605,CT Scan,134
92606,95606,X-Ray,128
92607,95607,CT Scan,53
92608,95608,Blood Test,131
92609,95609,CT Scan,32
92610,95610,CT Scan,37
92611,95611,MRI,134
92612,95612,CT Scan,58
92613,95613,Blood Test,40
92614,95614,MRI,96
92615,95615,MRI,102
92616,95616,CT Scan,102
92617,95617,X-Ray,112
92618,95618,CT Scan,80
92619,95619,X-Ray,128
92620,95620,X-Ray,114
92621,95621,CT Scan,59
92622,95622,CT Scan,80
92623,95623,X-Ray,139
92624,95624,X-Ray,162
92625,95625,X-Ray,129
92626,95626,Blood Test,48
92627,95627,CT Scan,30
92628,95628,X-Ray,34
92629,95629,X-Ray,24
92630,95630,MRI,65
92631,95631,Blood Test,176
92632,95632,MRI,40
92633,95633,X-Ray,103
92634,95634,X-Ray,112
92635,95635,Blood Test,145
92636,95636,Blood Test,175
92637,95637,X-Ray,117
92638,95638,CT Scan,142
92639,95639,CT Scan,139
92640,95640,X-Ray,52
92641,95641,Blood Test,166
92642,95642,CT Scan,23
92643,95643,Blood Test,43
92644,95644,Blood Test,101
92645,95645,X-Ray,24
92646,95646,CT Scan,27
92647,95647,X-Ray,154
92648,95648,Blood Test,28
92649,95649,CT Scan,83
92650,95650,MRI,125
92651,95651,Blood Test,29
92652,95652,CT Scan,155
92653,95653,CT Scan,141
92654,95654,CT Scan,34
92655,95655,X-Ray,25
92656,95656,X-Ray,175
92657,95657,Blood Test,88
92658,95658,X-Ray,130
92659,95659,CT Scan,74
92660,95660,Blood Test,106
92661,95661,Blood Test,91
92662,95662,CT Scan,49
92663,95663,Blood Test,41
92664,95664,X-Ray,35
92665,95665,CT Scan,128
92666,95666,MRI,61
92667,95667,X-Ray,96
92668,95668,CT Scan,19
92669,95669,Blood Test,20
92670,95670,CT Scan,162
92671,95671,Blood Test,157
92672,95672,X-Ray,144
92673,95673,Blood Test,41
92674,95674,CT Scan,165
92675,95675,Blood Test,102
92676,95676,CT Scan,101
92677,95677,MRI,66
92678,95678,CT Scan,176
92679,95679,X-Ray,60
92680,95680,CT Scan,90
92681,95681,MRI,112
92682,95682,MRI,82
92683,95683,CT Scan,91
92684,95684,X-Ray,68
92685,95685,MRI,73
92686,95686,CT Scan,157
92687,95687,Blood Test,72
92688,95688,X-Ray,59
92689,95689,CT Scan,72
92690,95690,X-Ray,170
92691,95691,X-Ray,60
92692,95692,MRI,91
92693,95693,CT Scan,137
92694,95694,CT Scan,75
92695,95695,CT Scan,55
92696,95696,MRI,63
92697,95697,X-Ray,84
92698,95698,X-Ray,74
92699,95699,MRI,47
92700,95700,MRI,127
92701,95701,CT Scan,153
92702,95702,X-Ray,34
92703,95703,X-Ray,163
92704,95704,CT Scan,125
92705,95705,MRI,43
92706,95706,X-Ray,100
92707,95707,MRI,87
92708,95708,Blood Test,30
92709,95709,MRI,64
92710,95710,X-Ray,42
92711,95711,Blood Test,94
92712,95712,Blood Test,33
92713,95713,CT Scan,100
92714,95714,MRI,69
92715,95715,CT Scan,146
92716,95716,X-Ray,124
92717,95717,Blood Test,74
92718,95718,CT Scan,155
92719,95719,MRI,151
92720,95720,MRI,150
92721,95721,CT Scan,43
92722,95722,Blood Test,118
92723,95723,CT Scan,45
92724,95724,MRI,169
92725,95725,Blood Test,133
92726,95726,MRI,123
92727,95727,Blood Test,102
92728,95728,Blood Test,96
92729,95729,CT Scan,22
92730,95730,Blood Test,123
92731,95731,X-Ray,140
92732,95732,MRI,155
92733,95733,CT Scan,67
92734,95734,MRI,78
92735,95735,Blood Test,95
92736,95736,MRI,55
92737,95737,MRI,132
92738,95738,Blood Test,179
92739,95739,Blood Test,52
92740,95740,CT Scan,136
92741,95741,Blood Test,19
92742,95742,X-Ray,132
92743,95743,MRI,113
92744,95744,Blood Test,173
92745,95745,MRI,106
92746,95746,Blood Test,101
92747,95747,MRI,31
92748,95748,MRI,113
92749,95749,MRI,145
92750,95750,X-Ray,155
92751,95751,X-Ray,122
92752,95752,MRI,107
92753,95753,Blood Test,139
92754,95754,CT Scan,58
92755,95755,CT Scan,119
92756,95756,MRI,155
92757,95757,X-Ray,43
92758,95758,Blood Test,173
92759,95759,X-Ray,40
92760,95760,X-Ray,178
92761,95761,Blood Test,73
92762,95762,CT Scan,46
92763,95763,X-Ray,178
92764,95764,X-Ray,87
92765,95765,Blood Test,52
92766,95766,Blood Test,37
92767,95767,CT Scan,175
92768,95768,Blood Test,68
92769,95769,CT Scan,90
92770,95770,Blood Test,77
92771,95771,Blood Test,75
92772,95772,CT Scan,107
92773,95773,Blood Test,161
92774,95774,CT Scan,24
92775,95775,X-Ray,102
92776,95776,Blood Test,51
92777,95777,Blood Test,99
92778,95778,MRI,29
92779,95779,MRI,109
92780,95780,X-Ray,133
92781,95781,Blood Test,91
92782,95782,CT Scan,154
92783,95783,X-Ray,117
92784,95784,CT Scan,162
92785,95785,X-Ray,172
92786,95786,MRI,36
92787,95787,MRI,16
92788,95788,MRI,111
92789,95789,X-Ray,35
92790,95790,MRI,59
92791,95791,MRI,80
92792,95792,Blood Test,39
92793,95793,CT Scan,105
92794,95794,X-Ray,15
92795,95795,Blood Test,149
92796,95796,X-Ray,178
92797,95797,CT Scan,24
92798,95798,Blood Test,90
92799,95799,Blood Test,71
92800,95800,CT Scan,89
92801,95801,X-Ray,97
92802,95802,MRI,110
92803,95803,CT Scan,62
92804,95804,Blood Test,37
92805,95805,MRI,33
92806,95806,MRI,91
92807,95807,X-Ray,115
92808,95808,CT Scan,46
92809,95809,MRI,93
92810,95810,X-Ray,67
92811,95811,CT Scan,129
92812,95812,X-Ray,102
92813,95813,X-Ray,166
92814,95814,CT Scan,91
92815,95815,Blood Test,98
92816,95816,X-Ray,121
92817,95817,CT Scan,174
92818,95818,X-Ray,60
92819,95819,Blood Test,132
92820,95820,CT Scan,95
92821,95821,CT Scan,124
92822,95822,CT Scan,147
92823,95823,CT Scan,18
92824,95824,CT Scan,153
92825,95825,Blood Test,173
92826,95826,X-Ray,53
92827,95827,MRI,21
92828,95828,CT Scan,84
92829,95829,MRI,164
92830,95830,CT Scan,69
92831,95831,MRI,110
92832,95832,CT Scan,53
92833,95833,CT Scan,158
92834,95834,CT Scan,46
92835,95835,Blood Test,29
92836,95836,X-Ray,93
92837,95837,MRI,59
92838,95838,X-Ray,172
92839,95839,X-Ray,73
92840,95840,X-Ray,23
92841,95841,MRI,75
92842,95842,CT Scan,137
92843,95843,MRI,172
92844,95844,CT Scan,29
92845,95845,X-Ray,158
92846,95846,CT Scan,46
92847,95847,Blood Test,100
92848,95848,Blood Test,109
92849,95849,MRI,98
92850,95850,CT Scan,110
92851,95851,Blood Test,105
92852,95852,CT Scan,89
92853,95853,CT Scan,28
92854,95854,X-Ray,113
92855,95855,X-Ray,121
92856,95856,MRI,105
92857,95857,Blood Test,20
92858,95858,X-Ray,140
92859,95859,Blood Test,90
92860,95860,MRI,37
92861,95861,X-Ray,133
92862,95862,Blood Test,78
92863,95863,CT Scan,39
92864,95864,MRI,105
92865,95865,MRI,169
92866,95866,MRI,141
92867,95867,MRI,17
92868,95868,X-Ray,123
92869,95869,CT Scan,138
92870,95870,MRI,58
92871,95871,Blood Test,145
92872,95872,CT Scan,172
92873,95873,Blood Test,62
92874,95874,X-Ray,144
92875,95875,MRI,106
92876,95876,CT Scan,21
92877,95877,CT Scan,68
92878,95878,X-Ray,153
92879,95879,CT Scan,104
92880,95880,X-Ray,100
92881,95881,Blood Test,18
92882,95882,MRI,94
92883,95883,MRI,70
92884,95884,CT Scan,146
92885,95885,CT Scan,151
92886,95886,MRI,57
92887,95887,X-Ray,50
92888,95888,X-Ray,50
92889,95889,Blood Test,128
92890,95890,CT Scan,62
92891,95891,MRI,101
92892,95892,MRI,129
92893,95893,CT Scan,169
92894,95894,MRI,28
92895,95895,MRI,100
92896,95896,X-Ray,125
92897,95897,X-Ray,175
92898,95898,X-Ray,61
92899,95899,MRI,96
92900,95900,MRI,46
92901,95901,MRI,63
92902,95902,MRI,147
92903,95903,Blood Test,75
92904,95904,X-Ray,56
92905,95905,MRI,94
92906,95906,X-Ray,61
92907,95907,Blood Test,55
92908,95908,X-Ray,21
92909,95909,MRI,19
92910,95910,MRI,103
92911,95911,MRI,71
92912,95912,MRI,176
92913,95913,MRI,22
92914,95914,Blood Test,37
92915,95915,CT Scan,157
92916,95916,MRI,62
92917,95917,CT Scan,29
92918,95918,X-Ray,105
92919,95919,X-Ray,175
92920,95920,X-Ray,110
92921,95921,CT Scan,76
92922,95922,MRI,33
92923,95923,MRI,53
92924,95924,X-Ray,94
92925,95925,MRI,19
92926,95926,Blood Test,87
92927,95927,MRI,154
92928,95928,MRI,85
92929,95929,MRI,125
92930,95930,Blood Test,144
92931,95931,CT Scan,34
92932,95932,CT Scan,131
92933,95933,Blood Test,77
92934,95934,X-Ray,147
92935,95935,MRI,77
92936,95936,CT Scan,70
92937,95937,X-Ray,156
92938,95938,CT Scan,31
92939,95939,Blood Test,17
92940,95940,Blood Test,34
92941,95941,Blood Test,117
92942,95942,CT Scan,101
92943,95943,Blood Test,65
92944,95944,X-Ray,36
92945,95945,X-Ray,91
92946,95946,CT Scan,85
92947,95947,MRI,50
92948,95948,CT Scan,60
92949,95949,MRI,136
92950,95950,CT Scan,156
92951,95951,CT Scan,69
92952,95952,CT Scan,92
92953,95953,X-Ray,140
92954,95954,MRI,105
92955,95955,Blood Test,54
92956,95956,X-Ray,50
92957,95957,X-Ray,170
92958,95958,CT Scan,143
92959,95959,Blood Test,95
92960,95960,X-Ray,128
92961,95961,X-Ray,161
92962,95962,CT Scan,141
92963,95963,MRI,166
92964,95964,Blood Test,84
92965,95965,CT Scan,110
92966,95966,X-Ray,24
92967,95967,Blood Test,38
92968,95968,CT Scan,176
92969,95969,X-Ray,74
92970,95970,MRI,42
92971,95971,CT Scan,128
92972,95972,Blood Test,32
92973,95973,MRI,136
92974,95974,MRI,56
92975,95975,Blood Test,145
92976,95976,Blood Test,113
92977,95977,Blood Test,97
92978,95978,Blood Test,111
92979,95979,CT Scan,174
92980,95980,Blood Test,55
92981,95981,X-Ray,134
92982,95982,CT Scan,51
92983,95983,Blood Test,127
92984,95984,MRI,90
92985,95985,X-Ray,96
92986,95986,X-Ray,84
92987,95987,CT Scan,137
92988,95988,Blood Test,103
92989,95989,X-Ray,129
92990,95990,Blood Test,83
92991,95991,CT Scan,168
92992,95992,MRI,116
92993,95993,X-Ray,127
92994,95994,CT Scan,68
92995,95995,Blood Test,47
92996,95996,Blood Test,145
92997,95997,MRI,54
92998,95998,Blood Test,171
92999,95999,X-Ray,30
93000,96000,MRI,46
93001,96001,MRI,178
93002,96002,Blood Test,77
93003,96003,Blood Test,103
93004,96004,X-Ray,152
93005,96005,MRI,19
93006,96006,CT Scan,168
93007,96007,MRI,169
93008,96008,MRI,15
93009,96009,Blood Test,17
93010,96010,X-Ray,63
93011,96011,X-Ray,132
93012,96012,Blood Test,55
93013,96013,X-Ray,101
93014,96014,Blood Test,90
93015,96015,X-Ray,179
93016,96016,MRI,88
93017,96017,X-Ray,136
93018,96018,MRI,76
93019,96019,CT Scan,169
93020,96020,Blood Test,157
93021,96021,Blood Test,120
93022,96022,CT Scan,75
93023,96023,MRI,177
93024,96024,Blood Test,137
93025,96025,CT Scan,130
93026,96026,Blood Test,53
93027,96027,X-Ray,129
93028,96028,MRI,20
93029,96029,MRI,33
93030,96030,Blood Test,146
93031,96031,CT Scan,125
93032,96032,Blood Test,53
93033,96033,Blood Test,71
93034,96034,Blood Test,108
93035,96035,CT Scan,71
93036,96036,X-Ray,162
93037,96037,CT Scan,81
93038,96038,MRI,28
93039,96039,Blood Test,76
93040,96040,Blood Test,76
93041,96041,Blood Test,55
93042,96042,Blood Test,79
93043,96043,CT Scan,32
93044,96044,MRI,86
93045,96045,MRI,31
93046,96046,CT Scan,152
93047,96047,CT Scan,72
93048,96048,Blood Test,101
93049,96049,X-Ray,43
93050,96050,CT Scan,130
93051,96051,X-Ray,21
93052,96052,MRI,29
93053,96053,Blood Test,143
93054,96054,Blood Test,57
93055,96055,Blood Test,164
93056,96056,CT Scan,84
93057,96057,X-Ray,164
93058,96058,CT Scan,149
93059,96059,Blood Test,33
93060,96060,X-Ray,121
93061,96061,CT Scan,15
93062,96062,MRI,101
93063,96063,X-Ray,47
93064,96064,Blood Test,56
93065,96065,Blood Test,23
93066,96066,Blood Test,65
93067,96067,Blood Test,93
93068,96068,MRI,169
93069,96069,MRI,119
93070,96070,X-Ray,120
93071,96071,X-Ray,123
93072,96072,X-Ray,90
93073,96073,MRI,86
93074,96074,X-Ray,111
93075,96075,Blood Test,75
93076,96076,Blood Test,49
93077,96077,X-Ray,56
93078,96078,MRI,119
93079,96079,CT Scan,129
93080,96080,Blood Test,157
93081,96081,CT Scan,112
93082,96082,X-Ray,28
93083,96083,Blood Test,137
93084,96084,MRI,116
93085,96085,X-Ray,147
93086,96086,CT Scan,50
93087,96087,Blood Test,45
93088,96088,Blood Test,85
93089,96089,CT Scan,128
93090,96090,Blood Test,97
93091,96091,MRI,32
93092,96092,X-Ray,162
93093,96093,Blood Test,99
93094,96094,MRI,85
93095,96095,Blood Test,153
93096,96096,CT Scan,30
93097,96097,CT Scan,26
93098,96098,MRI,63
93099,96099,X-Ray,100
93100,96100,X-Ray,30
93101,96101,X-Ray,176
93102,96102,MRI,51
93103,96103,X-Ray,97
93104,96104,Blood Test,34
93105,96105,CT Scan,170
93106,96106,CT Scan,95
93107,96107,CT Scan,85
93108,96108,X-Ray,161
93109,96109,MRI,92
93110,96110,Blood Test,44
93111,96111,Blood Test,166
93112,96112,MRI,48
93113,96113,MRI,80
93114,96114,CT Scan,106
93115,96115,X-Ray,74
93116,96116,Blood Test,96
93117,96117,MRI,38
93118,96118,X-Ray,88
93119,96119,MRI,162
93120,96120,MRI,164
93121,96121,X-Ray,22
93122,96122,MRI,128
93123,96123,X-Ray,124
93124,96124,X-Ray,47
93125,96125,CT Scan,143
93126,96126,MRI,45
93127,96127,CT Scan,151
93128,96128,CT Scan,79
93129,96129,MRI,162
93130,96130,X-Ray,73
93131,96131,X-Ray,113
93132,96132,X-Ray,38
93133,96133,Blood Test,51
93134,96134,Blood Test,97
93135,96135,X-Ray,105
93136,96136,Blood Test,102
93137,96137,Blood Test,135
93138,96138,Blood Test,131
93139,96139,X-Ray,153
93140,96140,CT Scan,120
93141,96141,X-Ray,57
93142,96142,MRI,56
93143,96143,MRI,179
93144,96144,Blood Test,61
93145,96145,MRI,25
93146,96146,CT Scan,56
93147,96147,MRI,79
93148,96148,X-Ray,62
93149,96149,MRI,146
93150,96150,X-Ray,159
93151,96151,X-Ray,170
93152,96152,MRI,173
93153,96153,MRI,38
93154,96154,CT Scan,104
93155,96155,CT Scan,75
93156,96156,MRI,64
93157,96157,Blood Test,86
93158,96158,Blood Test,162
93159,96159,MRI,17
93160,96160,Blood Test,149
93161,96161,MRI,47
93162,96162,X-Ray,52
93163,96163,X-Ray,42
93164,96164,CT Scan,110
93165,96165,X-Ray,125
93166,96166,CT Scan,172
93167,96167,CT Scan,100
93168,96168,CT Scan,170
93169,96169,X-Ray,41
93170,96170,X-Ray,174
93171,96171,X-Ray,128
93172,96172,MRI,25
93173,96173,MRI,85
93174,96174,CT Scan,29
93175,96175,MRI,30
93176,96176,Blood Test,51
93177,96177,MRI,119
93178,96178,Blood Test,40
93179,96179,MRI,88
93180,96180,MRI,50
93181,96181,CT Scan,176
93182,96182,MRI,164
93183,96183,CT Scan,164
93184,96184,X-Ray,66
93185,96185,X-Ray,173
93186,96186,MRI,92
93187,96187,MRI,30
93188,96188,MRI,22
93189,96189,X-Ray,70
93190,96190,MRI,37
93191,96191,X-Ray,152
93192,96192,Blood Test,60
93193,96193,MRI,117
93194,96194,MRI,169
93195,96195,X-Ray,131
93196,96196,CT Scan,119
93197,96197,Blood Test,41
93198,96198,X-Ray,50
93199,96199,CT Scan,125
93200,96200,Blood Test,30
93201,96201,X-Ray,146
93202,96202,Blood Test,38
93203,96203,X-Ray,94
93204,96204,CT Scan,98
93205,96205,X-Ray,168
93206,96206,CT Scan,179
93207,96207,X-Ray,121
93208,96208,CT Scan,45
93209,96209,MRI,73
93210,96210,CT Scan,151
93211,96211,CT Scan,158
93212,96212,X-Ray,153
93213,96213,MRI,93
93214,96214,CT Scan,54
93215,96215,MRI,24
93216,96216,X-Ray,63
93217,96217,MRI,77
93218,96218,MRI,166
93219,96219,Blood Test,109
93220,96220,MRI,49
93221,96221,MRI,167
93222,96222,Blood Test,90
93223,96223,MRI,121
93224,96224,MRI,116
93225,96225,Blood Test,161
93226,96226,X-Ray,158
93227,96227,Blood Test,166
93228,96228,Blood Test,160
93229,96229,Blood Test,133
93230,96230,Blood Test,90
93231,96231,X-Ray,18
93232,96232,MRI,175
93233,96233,CT Scan,99
93234,96234,Blood Test,159
93235,96235,MRI,146
93236,96236,MRI,72
93237,96237,MRI,168
93238,96238,Blood Test,163
93239,96239,CT Scan,112
93240,96240,CT Scan,90
93241,96241,X-Ray,113
93242,96242,X-Ray,96
93243,96243,Blood Test,99
93244,96244,MRI,59
93245,96245,X-Ray,77
93246,96246,CT Scan,170
93247,96247,MRI,165
93248,96248,Blood Test,81
93249,96249,CT Scan,50
93250,96250,CT Scan,166
93251,96251,MRI,178
93252,96252,Blood Test,40
93253,96253,MRI,22
93254,96254,MRI,154
93255,96255,Blood Test,119
93256,96256,Blood Test,136
93257,96257,CT Scan,67
93258,96258,MRI,168
93259,96259,CT Scan,38
93260,96260,Blood Test,176
93261,96261,Blood Test,120
93262,96262,Blood Test,31
93263,96263,Blood Test,58
93264,96264,CT Scan,55
93265,96265,X-Ray,119
93266,96266,MRI,25
93267,96267,X-Ray,176
93268,96268,CT Scan,81
93269,96269,MRI,99
93270,96270,CT Scan,122
93271,96271,CT Scan,59
93272,96272,MRI,56
93273,96273,X-Ray,133
93274,96274,Blood Test,133
93275,96275,Blood Test,39
93276,96276,CT Scan,45
93277,96277,Blood Test,149
93278,96278,Blood Test,92
93279,96279,CT Scan,107
93280,96280,MRI,87
93281,96281,Blood Test,143
93282,96282,MRI,142
93283,96283,CT Scan,57
93284,96284,Blood Test,55
93285,96285,CT Scan,151
93286,96286,X-Ray,151
93287,96287,CT Scan,119
93288,96288,CT Scan,122
93289,96289,CT Scan,51
93290,96290,X-Ray,144
93291,96291,MRI,94
93292,96292,MRI,70
93293,96293,Blood Test,77
93294,96294,X-Ray,78
93295,96295,Blood Test,71
93296,96296,X-Ray,25
93297,96297,Blood Test,110
93298,96298,X-Ray,174
93299,96299,MRI,22
93300,96300,Blood Test,144
93301,96301,X-Ray,30
93302,96302,X-Ray,132
93303,96303,MRI,30
93304,96304,MRI,169
93305,96305,MRI,50
93306,96306,X-Ray,132
93307,96307,Blood Test,53
93308,96308,Blood Test,122
93309,96309,MRI,37
93310,96310,Blood Test,72
93311,96311,Blood Test,165
93312,96312,Blood Test,104
93313,96313,Blood Test,74
93314,96314,CT Scan,126
93315,96315,CT Scan,58
93316,96316,CT Scan,164
93317,96317,X-Ray,131
93318,96318,CT Scan,111
93319,96319,X-Ray,37
93320,96320,X-Ray,168
93321,96321,Blood Test,161
93322,96322,X-Ray,154
93323,96323,MRI,167
93324,96324,MRI,141
93325,96325,MRI,102
93326,96326,X-Ray,32
93327,96327,MRI,170
93328,96328,CT Scan,91
93329,96329,MRI,102
93330,96330,CT Scan,83
93331,96331,Blood Test,70
93332,96332,MRI,51
93333,96333,CT Scan,137
93334,96334,MRI,63
93335,96335,X-Ray,166
93336,96336,Blood Test,111
93337,96337,MRI,46
93338,96338,Blood Test,123
93339,96339,Blood Test,47
93340,96340,X-Ray,26
93341,96341,X-Ray,48
93342,96342,X-Ray,136
93343,96343,CT Scan,73
93344,96344,Blood Test,176
93345,96345,X-Ray,69
93346,96346,X-Ray,142
93347,96347,X-Ray,82
93348,96348,Blood Test,26
93349,96349,X-Ray,122
93350,96350,MRI,46
